Mathematics, Language, Science, History, English, Physical_Education, Art,mean_sciences,mean_humanities,Total_mean
5.7,5.2,5.7,6.3,5.4,5.9,7.8,5.70,5.75,6.00
4.3,6.4,6.3,6.9,6.6,7,7.2,5.30,6.65,6.39
4.9,4.8,6,6.3,7,6.3,6.6,5.45,5.55,5.99
5.5,6.9,6,7,6.2,6.9,5.1,5.75,6.95,6.23
5.2,6.8,6,6.7,6.5,7.5,7.3,5.60,6.75,6.57
6.3,6.7,6.4,7.1,6,7.3,5.6,6.35,6.90,6.49
5.2,5.5,5.7,5.5,5.7,8.8,6.8,5.45,5.50,6.17
5.3,4.2,5,6.8,5.6,8.8,6.4,5.15,5.50,6.01
6.3,7,4.7,7,5.6,7.6,6.8,5.50,7.00,6.43
5.9,6.6,5.5,5.7,6.2,6.3,8.7,5.70,6.15,6.41
4.7,5.2,5.9,6.6,6,6.1,5.6,5.30,5.90,5.73
5.6,5.8,5.2,6.5,6.1,8.5,6,5.40,6.15,6.24
5.6,7.8,6.3,5.6,6,6.3,7,5.95,6.70,6.37
6.4,7.7,5.1,8.2,6.2,7.1,7.1,5.75,7.95,6.83
6.4,6.8,4.6,6.4,5.1,6,7.8,5.50,6.60,6.16
4.8,6.6,5.7,6.2,6.4,5.1,8,5.25,6.40,6.11
5.6,5.7,4.7,6.6,5.7,7.7,5.5,5.15,6.15,5.93
6.2,5.3,4.9,7.6,4.9,9.9,7,5.55,6.45,6.54
5.9,6.4,5.1,6.2,6,6.5,5.5,5.50,6.30,5.94
5.7,7.8,4.4,6.1,5.1,8.7,5.4,5.05,6.95,6.17
5,6,5,5.7,6.3,7.1,8.2,5.00,5.85,6.19
5.7,6,5.6,6.2,5.6,8.4,5.9,5.65,6.10,6.20
5.8,4.9,5,5.8,6.2,6.4,6.8,5.40,5.35,5.84
4.4,5.6,5,6.6,6.2,8.7,5.3,4.70,6.10,5.97
6.1,4.9,5.8,6.4,5.6,7.1,6.5,5.95,5.65,6.06
5.7,5.1,5.3,5.9,5.6,7.2,9.8,5.50,5.50,6.37
6.5,5.6,5.5,5,6.3,6.7,4.9,6.00,5.30,5.79
6.2,6.3,4.8,6.6,6,8.7,6.6,5.50,6.45,6.46
4.9,7,5.3,5.9,6,8.6,6.7,5.10,6.45,6.34
5.7,6.4,5.8,7.4,5.5,6.3,5.4,5.75,6.90,6.07
5.8,6.2,5.5,6.1,6.8,7.7,6.7,5.65,6.15,6.40
5.3,7,5.2,6.9,5.3,8,7.7,5.25,6.95,6.49
6.2,5.5,5.4,5.7,6.5,6.4,7.8,5.80,5.60,6.21
3.9,5.4,6.1,6.7,6.2,9.1,6.7,5.00,6.05,6.30
6.6,6.3,4.9,4.9,6.4,6.8,5.7,5.75,5.60,5.94
5,7,4.9,7.1,6.3,7.2,6.3,4.95,7.05,6.26
5.7,6.7,4.5,5.1,6.3,8.1,5.4,5.10,5.90,5.97
6,6.3,6.4,7.1,5.8,7.2,6.2,6.20,6.70,6.43
5.6,6,5.3,7.7,6.3,8.6,7.6,5.45,6.85,6.73
4.6,5.7,4.3,6.7,5.9,5.9,8.1,4.45,6.20,5.89
4.6,6.7,5.7,6.8,6.9,8.1,7.2,5.15,6.75,6.57
5.3,5.1,5,7.3,6.8,6.6,7,5.15,6.20,6.16
6.1,6.1,5.8,5.3,6,6.5,7,5.95,5.70,6.11
5.2,5.3,4.2,7.5,6.7,7.5,6.9,4.70,6.40,6.19
5.9,5.8,4.9,7.6,5.7,6.1,7.9,5.40,6.70,6.27
5.9,5.5,6.1,6.3,6.5,7.7,7.4,6.00,5.90,6.49
6.3,4.7,6.3,7.3,4.7,6.8,6.9,6.30,6.00,6.14
5.4,6.3,6.1,5.9,4.7,6.6,6.6,5.75,6.10,5.94
6.1,7,5.4,6.8,5.6,8.4,7.1,5.75,6.90,6.63
5.2,6.8,4.6,5.4,4.9,6.6,5.7,4.90,6.10,5.60
5.6,5.9,5.5,5.6,6.1,7.6,6.1,5.55,5.75,6.06
5.6,6,5.9,5.9,5.5,6.8,7.4,5.75,5.95,6.16
5.6,7.5,5.5,6.1,5.9,7.2,6.5,5.55,6.80,6.33
5.5,6.5,6.3,7.7,6.6,8.4,5.9,5.90,7.10,6.70
5.4,6.8,5.5,5.2,5.8,8.1,6.5,5.45,6.00,6.19
6.7,5.5,5.2,5.4,4.8,7.3,7.8,5.95,5.45,6.10
6,6.3,5.4,7.4,5.4,8.5,6,5.70,6.85,6.43
6.9,6,6.1,5.7,4.7,8,5.8,6.50,5.85,6.17
5.9,6.6,5.2,5,5.5,8.1,6.3,5.55,5.80,6.09
6.4,5.6,7.2,5.7,7.2,6.9,6.7,6.80,5.65,6.53
4.7,7.3,5.2,6.1,5.5,7.3,6.8,4.95,6.70,6.13
5.3,6.5,6.2,5.7,5.5,6.7,5.4,5.75,6.10,5.90
4.4,4.9,4.9,6.5,7,5.1,6.1,4.65,5.70,5.56
5.5,6.9,5,6.7,6.1,7.3,8.3,5.25,6.80,6.54
5.9,7.1,6.2,5.5,6.2,7.4,5.4,6.05,6.30,6.24
5.6,4.9,5,7.5,5.9,6.7,7.3,5.30,6.20,6.13
4.6,7.1,5.1,7.1,6.7,6.2,6.9,4.85,7.10,6.24
6.1,5.7,5.4,7,6.8,6.5,7.8,5.75,6.35,6.47
5.7,6.8,5.9,5.9,5.9,8.1,5.9,5.80,6.35,6.31
5.2,8.3,5.6,7.9,5.3,6.9,7.6,5.40,8.10,6.69
5.5,5.7,5.9,6.7,6.2,7,6.6,5.70,6.20,6.23
4.9,5.9,5.5,6,6.8,8.2,7.3,5.20,5.95,6.37
5.4,7.2,4.5,6.6,5.5,7.8,7.6,4.95,6.90,6.37
4.9,6.7,4.8,7.7,5.7,7.6,4.6,4.85,7.20,6.00
5.6,6.4,5.5,6.4,5.7,6.7,8.2,5.55,6.40,6.36
5.5,6.3,5.4,6.9,6.8,7.2,6.5,5.45,6.60,6.37
5.4,7.8,5.5,7.8,6.6,5.8,7.1,5.45,7.80,6.57
6.3,6.3,6.2,7.7,5.3,7.5,7.3,6.25,7.00,6.66
4.3,5.5,5,7.2,5.9,5.4,6.4,4.65,6.35,5.67
6.7,6,5.1,6.4,5.6,8.1,6.2,5.90,6.20,6.30
5.8,6.3,5.3,6.5,5.8,6.5,7.6,5.55,6.40,6.26
6.6,6,5.4,6.7,6.5,7.4,8,6.00,6.35,6.66
5.8,5.8,5.9,5.4,5.3,8.5,7.2,5.85,5.60,6.27
5.4,4.9,4.7,5.5,5.6,9.9,5.8,5.05,5.20,5.97
5.8,7,6.6,6,7.1,7.1,7.5,6.20,6.50,6.73
5.2,7,5.3,5.2,5.2,8.6,7.2,5.25,6.10,6.24
6.3,6.6,6.1,5.2,6,8,7.2,6.20,5.90,6.49
5.1,5.3,5.5,6,6.7,5.8,8.5,5.30,5.65,6.13
5.7,7.2,6.1,7.1,5.8,6.9,7.6,5.90,7.15,6.63
5.8,6.3,6.7,5.4,6.3,8.4,8,6.25,5.85,6.70
6.8,6.3,5.3,7.6,6.6,6.6,6.8,6.05,6.95,6.57
5.9,6.9,6.5,6.1,6.6,6,7,6.20,6.50,6.43
6.6,7.6,6.2,6.4,5.1,6.9,7.5,6.40,7.00,6.61
5.2,8,5.6,6.9,6.7,6.8,6.3,5.40,7.45,6.50
6.3,6.6,6.2,8,4.7,6.5,7.5,6.25,7.30,6.54
6.3,5.5,4.5,6.8,6.2,7.1,7.1,5.40,6.15,6.21
7.2,6.6,4.3,6.2,6.6,8.1,7.4,5.75,6.40,6.63
5.9,5.6,6.4,7.6,7,7.7,5.3,6.15,6.60,6.50
6.6,5.2,5.3,7.9,6.2,8.4,5.4,5.95,6.55,6.43
5.8,6.8,5.2,6.9,5.3,5.4,6.3,5.50,6.85,5.96
5.5,5,5.9,6.6,6.6,7.1,6.8,5.70,5.80,6.21
5.8,6.4,5.9,6.2,5.5,9.6,6.4,5.85,6.30,6.54
5.5,6.3,6.4,6.7,4.3,6.6,7.4,5.95,6.50,6.17
5.8,7.1,6.1,6.8,6.6,8.9,6.2,5.95,6.95,6.79
6.3,5.2,6.3,5.6,5,9.2,6.4,6.30,5.40,6.29
6,6.9,5.6,5.3,5.4,10,5.2,5.80,6.10,6.34
6.2,6.5,5.2,6.3,4.7,6.1,6.3,5.70,6.40,5.90
6.3,5,5.3,7.5,6.4,7.8,6.7,5.80,6.25,6.43
4.4,5.5,4.9,6.5,5.5,8.1,8.9,4.65,6.00,6.26
6.1,7,5.7,5.2,5.4,8.6,6.7,5.90,6.10,6.39
5.4,5.2,5,6.4,5.7,6.6,8.8,5.20,5.80,6.16
5.9,5.3,5.8,5,4.5,6.5,6.4,5.85,5.15,5.63
4.9,6.7,6,7.7,5.3,6.8,7.3,5.45,7.20,6.39
6.1,6.1,5.6,5.4,5.7,7.4,6.6,5.85,5.75,6.13
6.2,6.9,5,5.5,5.9,7.3,8.4,5.60,6.20,6.46
6.1,5.6,6.8,5.5,5.6,9.7,5.8,6.45,5.55,6.44
5.7,5.3,5.1,6.7,6.2,6.7,7.8,5.40,6.00,6.21
5.4,5,6.6,6.9,5.3,8.3,6,6.00,5.95,6.21
6,5.6,6.3,6.4,6,8.4,8.4,6.15,6.00,6.73
6.3,6.5,5,7,5.2,6.8,6.3,5.65,6.75,6.16
5.3,6.5,6.1,8.1,6.1,7.8,7.6,5.70,7.30,6.79
6.1,6.1,4.7,7.1,7,7.1,7.1,5.40,6.60,6.46
5.2,4.9,5.3,6.9,6.9,6.8,6.1,5.25,5.90,6.01
5.6,6,5.1,6.6,6.5,7.5,7.5,5.35,6.30,6.40
5.6,6.2,6.2,6.6,6.5,7.1,5.6,5.90,6.40,6.26
5.6,5.9,5.1,5.1,5,7.9,6.2,5.35,5.50,5.83
5.7,6.6,5.5,5.8,6.2,9,7.1,5.60,6.20,6.56
5.2,6.7,4.2,6.7,6.2,7.7,7.3,4.70,6.70,6.29
5.7,5.7,5.6,6.1,5,7.4,8.5,5.65,5.90,6.29
4.8,7.5,5.1,7.4,6.8,7.5,6.6,4.95,7.45,6.53
5.2,6.3,5.3,6.1,6.6,7,7.1,5.25,6.20,6.23
6.5,5.9,6,7.1,6.1,7.5,6.6,6.25,6.50,6.53
4.8,6.7,5.2,5.8,6,8.6,7.5,5.00,6.25,6.37
4.8,6.7,5.5,6.9,5.9,8.4,7.6,5.15,6.80,6.54
5.2,7.5,5.1,5.6,7.5,7.6,7.5,5.15,6.55,6.57
6.8,4.6,4.9,6.6,6.5,8.4,6,5.85,5.60,6.26
4.9,6.7,6.4,6.8,4.4,8.6,6.7,5.65,6.75,6.36
5.6,6.7,6.1,6,4.6,8.3,7.3,5.85,6.35,6.37
5.1,6.3,6.3,7,5.1,7.1,4.5,5.70,6.65,5.91
4.6,6.4,4.7,6.2,6,5.9,6.1,4.65,6.30,5.70
5.3,6.4,4.8,5.5,5.5,7.2,6.3,5.05,5.95,5.86
5.1,6.3,6.2,6.4,6.5,7.4,6.9,5.65,6.35,6.40
5,5.7,4.7,7.5,7.4,8.3,7.3,4.85,6.60,6.56
5.4,6.4,4.5,7.7,6.2,6.3,5.2,4.95,7.05,5.96
5.2,6.7,5.3,7.1,6,8.4,7.6,5.25,6.90,6.61
4.7,5.3,5.1,5.2,6.6,8.8,7.6,4.90,5.25,6.19
4.8,5.1,5.1,6.2,5.3,6.9,7,4.95,5.65,5.77
5.7,5.2,5.7,6.7,6.9,6.6,6.3,5.70,5.95,6.16
5.1,6.3,6,6.1,6.2,6.5,6.4,5.55,6.20,6.09
6.6,6.9,6.1,6.4,6.2,8,6.9,6.35,6.65,6.73
6.6,6.7,6.4,6.7,5.4,5.9,6,6.50,6.70,6.24
6.4,6.8,5.5,7.1,5,4.6,7.2,5.95,6.95,6.09
6.2,6.6,6.2,6.1,4,8.8,7.7,6.20,6.35,6.51
5.1,6,5.3,7.4,6.9,8.9,6.7,5.20,6.70,6.61
4.6,5.9,4.2,7,7.1,7.7,7.3,4.40,6.45,6.26
5.3,7.1,6.3,6.6,6.4,6.7,5.8,5.80,6.85,6.31
5.7,6.2,5.9,6.5,4.9,8.6,7.2,5.80,6.35,6.43
5.6,6.6,4.7,6.2,4.3,5.5,7.8,5.15,6.40,5.81
6.4,5,4.7,6.8,6.2,7.6,7.4,5.55,5.90,6.30
5.5,5.3,4.4,6.8,6.4,6.5,5.7,4.95,6.05,5.80
5.6,7.8,6.5,7.3,5.3,7.3,6.4,6.05,7.55,6.60
5.9,6.6,5.9,6,6.3,6.2,7.1,5.90,6.30,6.29
5.6,5.2,5,6.6,6.9,7.7,7.6,5.30,5.90,6.37
5.2,5.9,6.1,7.7,6.4,8,6.1,5.65,6.80,6.49
5.3,6.6,5.7,6.4,5.6,6,8.5,5.50,6.50,6.30
5.8,6.6,5.4,6,5.3,7.9,6.9,5.60,6.30,6.27
5.7,4.8,5.7,5.4,5.8,9.5,6.4,5.70,5.10,6.19
5.7,6.1,5.7,6.8,6.8,6.6,6.7,5.70,6.45,6.34
5.5,6,5.4,5.6,6.9,8,8,5.45,5.80,6.49
6,5.1,5.2,5.5,5.9,7.4,6.9,5.60,5.30,6.00
6.2,5,4.6,7.6,6.1,7,8.2,5.40,6.30,6.39
5.1,6.2,5.7,6.6,6,6.8,7.6,5.40,6.40,6.29
5.5,5.9,5.5,6.4,5.5,7.8,7.7,5.50,6.15,6.33
7.2,6.5,4.8,8.2,5,7.7,5.6,6.00,7.35,6.43
5.8,5.3,5.8,4.2,6.2,8.1,7.2,5.80,4.75,6.09
5.8,6.3,5.1,5.8,4.9,6.7,5.7,5.45,6.05,5.76
5.5,7,5.6,6.6,5.2,9,4.7,5.55,6.80,6.23
6.1,6.2,5.8,6.1,6.3,6.2,7.2,5.95,6.15,6.27
6,6.1,5.6,6.2,7,9,6.3,5.80,6.15,6.60
6.6,6.9,4.8,6,6.8,6.4,6.7,5.70,6.45,6.31
7.2,6.7,5.7,5.3,6.3,5.6,6.6,6.45,6.00,6.20
6,6.1,5,5.6,6.1,7.2,7.2,5.50,5.85,6.17
4.5,6.8,6.2,6.8,5.4,5.5,6.3,5.35,6.80,5.93
5.2,6.4,4.9,4.9,6.9,8.8,7.4,5.05,5.65,6.36
6.1,7.8,5.9,5.9,5,5.3,6.6,6.00,6.85,6.09
5.4,5.3,5.4,6.5,6.9,8.6,8,5.40,5.90,6.59
6,6.9,5.3,7,6.1,6.8,5.6,5.65,6.95,6.24
6.6,6.9,5.6,6.2,5,7.7,8.1,6.10,6.55,6.59
6.1,6.6,4.4,5.8,7.5,7.4,7.5,5.25,6.20,6.47
6.9,5.9,5.5,7.7,5.3,7.6,7.3,6.20,6.80,6.60
6.2,6.1,6.5,5.9,5.5,7.1,7.6,6.35,6.00,6.41
6.1,4.8,6.2,7.7,5.5,7.9,7.9,6.15,6.25,6.59
6.4,6.3,5.4,5.5,4.8,6.6,8.5,5.90,5.90,6.21
5.4,5.8,5.4,5.7,4.6,6.9,5.2,5.40,5.75,5.57
5.2,5.6,5.5,5,6,6.6,5.5,5.35,5.30,5.63
6.1,5.2,5.2,7.1,6.2,8.8,7.2,5.65,6.15,6.54
4.6,6.2,6.2,7.5,5.9,8,6.6,5.40,6.85,6.43
5.9,4.9,6,7.1,5.8,7.1,6.9,5.95,6.00,6.24
6.5,5.4,5.3,5.3,6,7.8,7.1,5.90,5.35,6.20
5.3,5.8,5.6,7.4,6.6,7.3,8.9,5.45,6.60,6.70
5.5,6.1,5.3,5.5,7.2,7.7,5,5.40,5.80,6.04
5.2,5.8,5.7,7.1,4.5,8,6,5.45,6.45,6.04
5.3,6.4,6.2,6,5.5,4.9,6.5,5.75,6.20,5.83
6.2,6.4,4.9,7.1,6,5.5,7.9,5.55,6.75,6.29
4.6,6.5,5.7,6.7,5.7,8.3,7.2,5.15,6.60,6.39
6.2,5.9,3.8,6,6.6,8,7.6,5.00,5.95,6.30
5.9,6,5.4,5.5,6.9,9.6,8.4,5.65,5.75,6.81
6.3,5.4,5.7,7.1,5.6,6.6,6.7,6.00,6.25,6.20
5.3,6.3,6,7.7,6,9,6.9,5.65,7.00,6.74
5.3,7.4,5.1,4.4,6.1,6.8,8.7,5.20,5.90,6.26
5.8,4.9,6,5.3,6.5,5.3,7.5,5.90,5.10,5.90
5,6.9,5.4,8.2,4.7,8.6,8.7,5.20,7.55,6.79
4.2,7.4,5.3,6.5,5.8,8,7.7,4.75,6.95,6.41
6.2,6.7,6.7,6.3,6,8,6.4,6.45,6.50,6.61
5.5,7,4.3,6.3,4.4,7.7,6.6,4.90,6.65,5.97
6.6,6.4,6.3,6.3,5.5,7.1,7.6,6.45,6.35,6.54
5.3,4.7,5.5,5,6.1,8.4,5.8,5.40,4.85,5.83
5.1,5.7,5.8,7.4,6.2,6.9,7.6,5.45,6.55,6.39
4.8,5.2,5.3,8.4,5.4,7.1,6.8,5.05,6.80,6.14
5.8,7.2,5.6,7.4,7.3,6,5.7,5.70,7.30,6.43
5.4,7,4.9,6.4,5.9,7.7,7.6,5.15,6.70,6.41
5.8,6.7,5.9,7.5,6.4,7.5,7.9,5.85,7.10,6.81
6.5,5.9,4.7,6.7,5,6,5.8,5.60,6.30,5.80
6.8,6.2,6.3,6.6,4.6,9,8.1,6.55,6.40,6.80
5.8,5.8,5.6,6.4,6.3,6.7,6.3,5.70,6.10,6.13
4.5,5.8,6.8,7.9,5.8,7.2,6.6,5.65,6.85,6.37
5.7,5.7,4.9,8.2,5.6,6.9,6.6,5.30,6.95,6.23
6.3,5.1,4.8,5.6,6.9,8,8.5,5.55,5.35,6.46
5.5,6.2,6.4,6.6,7.5,7.4,8.2,5.95,6.40,6.83
5.3,5.6,4.5,4.8,5.1,7.9,7.2,4.90,5.20,5.77
5.4,6.6,4.4,7.4,7.3,7.6,6.7,4.90,7.00,6.49
6,6.7,5,6.3,7.4,8.2,8.5,5.50,6.50,6.87
5.2,6.1,6.2,7.4,5.7,8.1,6,5.70,6.75,6.39
5.1,5.2,6.2,8.1,6.1,6.7,8.4,5.65,6.65,6.54
5.3,6.1,6,6.7,5.6,6.9,6.5,5.65,6.40,6.16
5.4,5.4,4.9,6.4,5.9,8.3,4.9,5.15,5.90,5.89
5.8,6.1,4.2,7.5,6.2,9.5,6.3,5.00,6.80,6.51
5.1,5.6,6.3,6.2,5.5,6.4,5.3,5.70,5.90,5.77
5.8,6.3,5.8,7.2,4.9,7.6,5.6,5.80,6.75,6.17
5,6.8,5.5,5.6,6.6,7,6.2,5.25,6.20,6.10
7.1,6,5.4,6.8,6,7.3,7.5,6.25,6.40,6.59
4.6,7.1,5.1,5.9,4.7,6.7,6.6,4.85,6.50,5.81
6.8,7.4,3.5,7,6,6.1,6.4,5.15,7.20,6.17
5.7,7,4.7,7.1,4.5,7.9,7.9,5.20,7.05,6.40
6,7.1,5.4,5.7,6.3,7.2,5.6,5.70,6.40,6.19
5.9,5.7,5.7,7.4,6.1,8.8,6.7,5.80,6.55,6.61
4.3,6.6,4.7,5.3,6.1,5.8,7.2,4.50,5.95,5.71
5.1,5.7,6.8,6.6,6.1,6.2,7.8,5.95,6.15,6.33
5.8,5.8,4.7,7.7,5.9,5.7,7,5.25,6.75,6.09
5.5,6.3,5.4,6.4,5.2,7.3,6.4,5.45,6.35,6.07
5.6,6.7,6.3,7.4,5.1,7,7,5.95,7.05,6.44
4.4,6.2,5.5,6.9,5.9,7.6,6.3,4.95,6.55,6.11
5.3,4.5,6.4,6.6,6.1,8.8,6.4,5.85,5.55,6.30
5.4,7.8,6.5,7.4,5.9,6.7,6.2,5.95,7.60,6.56
6.3,6,4.3,6.1,6.1,8.8,7.3,5.30,6.05,6.41
5.9,7.1,5.7,6.1,6.8,6.4,7.9,5.80,6.60,6.56
5.3,6.1,4.8,5.5,4.9,8,8.9,5.05,5.80,6.21
6.4,5.5,5.3,5.2,7,6,6.3,5.85,5.35,5.96
6.2,6.3,4.6,7.2,6,8.1,6.5,5.40,6.75,6.41
7,4.5,5.2,6.3,4.7,8.1,8,6.10,5.40,6.26
6.6,5.7,4.3,8,5.8,6.9,7.6,5.45,6.85,6.41
5.5,5.5,5.7,7.2,5.6,7.4,5.8,5.60,6.35,6.10
6.1,7,4.9,6,5.2,7.2,8.2,5.50,6.50,6.37
6.4,5.6,5.5,7.3,6.7,6.2,6.1,5.95,6.45,6.26
6.4,6.3,5.3,7.4,6.6,7.5,7.3,5.85,6.85,6.69
4.2,5.6,4.8,6.7,6.1,8.8,6.9,4.50,6.15,6.16
5.8,5.2,5.5,7.3,5.6,8.6,6.8,5.65,6.25,6.40
4.9,5.9,5.4,7.3,6.1,6.4,7.7,5.15,6.60,6.24
4.9,7,6.1,7.9,4.7,7.6,6.4,5.50,7.45,6.37
6.1,5.2,5.7,5.6,5.5,5.3,6.1,5.90,5.40,5.64
5.3,5.8,6.2,7.4,5.2,5.8,7.7,5.75,6.60,6.20
5.4,7,5.3,7.1,5.6,8.1,7.9,5.35,7.05,6.63
5.1,6.7,4.6,6,6.2,6.5,6.8,4.85,6.35,5.99
5.9,6.5,4.4,6.1,5.4,7.9,7.9,5.15,6.30,6.30
4.6,5.9,5.5,7,5.3,6.3,6.4,5.05,6.45,5.86
4.5,6.1,4.9,6.8,5.6,6.6,7.9,4.70,6.45,6.06
6.5,4.9,4.5,5.2,5.5,7.3,8.3,5.50,5.05,6.03
5.7,5.5,4.9,8.4,6.4,6,6.3,5.30,6.95,6.17
7,6.2,5.7,6.6,6.4,6,6.2,6.35,6.40,6.30
6.1,6.8,5.2,7.2,5.3,6.4,7.4,5.65,7.00,6.34
4.8,5.4,5.5,8,5.8,9.5,7.7,5.15,6.70,6.67
4.6,5.1,5.6,7.1,5.1,6,8,5.10,6.10,5.93
5,5.7,5.6,6.7,6.3,8.2,6.9,5.30,6.20,6.34
5.9,6.3,5.1,7,5.5,6.1,5.7,5.50,6.65,5.94
5.3,6.3,6.2,6.6,7.1,7,7.5,5.75,6.45,6.57
5.8,6.1,5.6,6.9,6.7,7.2,7.2,5.70,6.50,6.50
6.4,5.3,6.3,7.1,5.5,8.7,6.5,6.35,6.20,6.54
5.2,6.1,5.5,6.8,5.4,7,6.1,5.35,6.45,6.01
5.6,4.4,5,6.8,6.1,4.9,8,5.30,5.60,5.83
5.4,5.6,6.1,5.1,6.8,5.3,7.5,5.75,5.35,5.97
5.8,5.9,4.7,6,6,8.5,6.6,5.25,5.95,6.21
6,5.3,6.2,6.9,6.7,6.8,6.9,6.10,6.10,6.40
6.8,5.1,4.6,5.8,4.8,7,6.6,5.70,5.45,5.81
5.7,6.6,5.8,8.2,6,6.6,8.4,5.75,7.40,6.76
5.7,5.9,5.5,5.5,4.3,9.1,7.5,5.60,5.70,6.21
5.4,7.2,5.6,8.1,5.8,7.7,6.7,5.50,7.65,6.64
6.7,6.4,6,6.3,6,7.5,6.7,6.35,6.35,6.51
4.6,5.6,4.5,7.6,7.5,7.3,7.6,4.55,6.60,6.39
4.9,6,4.7,6.7,4.5,8.3,5.5,4.80,6.35,5.80
5.9,6.4,6,6.3,5.6,6.4,5.7,5.95,6.35,6.04
6,5.1,5.7,6.7,5.3,7.4,6.3,5.85,5.90,6.07
5.7,7.2,5.2,6.3,5.3,7.7,6.5,5.45,6.75,6.27
5.7,7.1,6.6,7.1,6.2,6.8,7.8,6.15,7.10,6.76
5.8,5.2,5.2,6.5,5.2,8.3,5.2,5.50,5.85,5.91
6.4,8.1,4.7,6.1,6,6.6,7,5.55,7.10,6.41
5.1,6.6,4.3,6.4,7,8,5.9,4.70,6.50,6.19
5.3,6.7,5.8,7.2,5.8,7.4,5.7,5.55,6.95,6.27
5.4,6.5,5.8,5.9,6.1,7.9,6.8,5.60,6.20,6.34
5.1,6.8,6,6,5.7,8.4,7.4,5.55,6.40,6.49
4.7,7.4,5.8,6.1,6.9,6.9,7.3,5.25,6.75,6.44
6.1,5,5.6,6.7,6.2,5.7,7,5.85,5.85,6.04
5.6,6.9,6.3,5.1,6.5,5.6,7.3,5.95,6.00,6.19
5.6,5.6,6.3,6.5,7,5.2,6.5,5.95,6.05,6.10
6.6,4.9,5.9,5.7,5.5,7.4,7.1,6.25,5.30,6.16
6.6,5.6,5.3,6.9,5.2,6.6,6.7,5.95,6.25,6.13
5.2,6.1,4.9,5.9,6.2,8.2,7.5,5.05,6.00,6.29
6.3,5.5,5.4,6.2,5,7.4,7,5.85,5.85,6.11
5.2,5.7,4.7,6.9,6.1,7.3,6.1,4.95,6.30,6.00
5.6,6.8,5.9,6.2,4.9,7,6.2,5.75,6.50,6.09
5.3,7.2,5.3,6,6.1,6.7,6.9,5.30,6.60,6.21
6.6,5.8,5.2,6.6,6.6,8.2,7.9,5.90,6.20,6.70
5.9,6.3,4.9,7.7,6,8,6.4,5.40,7.00,6.46
4.6,5.9,4.7,7.4,4.4,7.9,6.7,4.65,6.65,5.94
6.4,5.7,4.9,5.3,5.1,5.5,6.1,5.65,5.50,5.57
5.4,6.9,4.8,7,5.6,6.1,7.6,5.10,6.95,6.20
5,6.2,4.5,7.5,5.7,6.3,6.6,4.75,6.85,5.97
6.6,6,5.5,6.8,5.9,6.3,7,6.05,6.40,6.30
6.1,4.8,6.7,7.5,5.2,7.4,7,6.40,6.15,6.39
5.5,6.5,6,6.5,6.4,7.3,8.5,5.75,6.50,6.67
4.5,5.1,4.5,6.7,5.9,6.6,6.6,4.50,5.90,5.70
6.2,7,5.7,6.3,6,8.9,7.6,5.95,6.65,6.81
5.5,4.6,6.6,6.6,4.9,9,6.1,6.05,5.60,6.19
6.2,6.1,6.6,7.9,5.6,7.7,5.8,6.40,7.00,6.56
5.3,6.2,6.2,6.5,5.8,8.7,5.5,5.75,6.35,6.31
5.4,4.7,5.5,5.8,6,8.3,6.5,5.45,5.25,6.03
5.6,5.6,5.3,7.3,6.7,7.4,7,5.45,6.45,6.41
5,6.4,6.9,6.6,5.5,6.4,8.7,5.95,6.50,6.50
5,6.2,5,6.5,5.1,6.3,5.3,5.00,6.35,5.63
6.1,7.4,6.2,7.9,6.7,7.4,7.3,6.15,7.65,7.00
5.2,5.9,5.5,5.7,5.1,7.8,8.2,5.35,5.80,6.20
5.8,4.6,5.3,5.9,5.8,8.8,7.1,5.55,5.25,6.19
6.7,6.7,5.8,5.1,4.7,6.9,7.5,6.25,5.90,6.20
6.1,5.8,5.9,7.7,6.1,5.7,6.3,6.00,6.75,6.23
5.4,6.6,5.4,5.5,5.6,6.6,6,5.40,6.05,5.87
6.2,5.5,5.3,6,5.7,7.7,8.4,5.75,5.75,6.40
6.6,6.3,5.9,6.6,4.9,8,7.5,6.25,6.45,6.54
6.3,5.4,5.6,7,7.7,7.3,6.6,5.95,6.20,6.56
5.1,5.9,5.9,7.8,6.2,7.5,5.7,5.50,6.85,6.30
4.9,5.8,4.5,6.5,6.5,7.4,5.7,4.70,6.15,5.90
6.1,5,5,6.5,5.6,7.9,6.4,5.55,5.75,6.07
6.1,6.3,5.9,6.2,6,7.4,6.8,6.00,6.25,6.39
6,5.8,5.3,6.1,5.9,8.4,6.4,5.65,5.95,6.27
5.1,6.3,6.3,5.3,7,7.9,6,5.70,5.80,6.27
5.6,6.4,5.7,7.1,4.8,7,6.7,5.65,6.75,6.19
5.9,4.1,6,6,5,6.7,8.1,5.95,5.05,5.97
4.8,6.5,5.5,6.8,5.6,7.8,5.7,5.15,6.65,6.10
5.5,7.2,5.9,7.1,6.4,6.8,7.8,5.70,7.15,6.67
5.8,7.3,5.5,5.9,5.9,8.5,6.7,5.65,6.60,6.51
6.1,6.5,6.1,6.1,6.6,5.5,7.1,6.10,6.30,6.29
5.1,6.5,6.4,6.8,5.7,7.8,6.7,5.75,6.65,6.43
6,8,6.2,6.5,5.9,6.2,7.2,6.10,7.25,6.57
